name,text
El Guero Canelo,Best smoked chicken in Tucson!  The atmosphere is similar to a bus station with all stainless steel tables and the loud speaker blaring random order numbers for pickup but it's all part of the charm!
Sammy's Mexican Grill,"I absolutely love the food at Sammies. The chef, Jorge is excellent, and always in a good mood... Making sure you get the good vibes in the food. I used to go to other Mexican restaurants in the area, but you cannot beat SAMMYS for great food, great prices, Great menu choices,...And... They deliver! Love it!"
Street- Taco and Beer Co.,"So glad this finally opened! A great surprise after a long wait. We have eaten here twice this week and both times were excellent. The guys are so nice. Talkative, fast, and enthusiastic. The food is sooooo good. We ordered fried fish tacos, carne asada, carnitas, burros. For the tacos, you can get them street or gringo. We went with street. Everything is fresh and loaded. Mexican sodas and fresh brewed tea too!"
Casa Valencia,The   food is the  bomb!!! Excellent choices. Most of  the  time  service  is  good. Sometimes the  service is  lacking especially on  getting  drink  refills. But I'll keep  going  back  for  the  food
Mi Tierra Restaurant,The most authentic mexican food I've ever had. This place is a hidden gem
El Taco Tote,This is the best taco in Tucson. We have been coming here for over  five years and NEVER had a bad meal. Try either the Barbacoca or Sirloin. Price is right and the salsa bar is outstanding. Go there if you want the  best.
The Blacktop Grill,Amazing Sonoran hot dog!!  Great fresh topping and a humongous beef dog!!  Yummy sirachi coleslaw too!  We will be back to try more things!  Great find!!  You won't be disappointed!
The Blacktop Grill,This is my new favorite spot!  Best thing is its right down the street on Thornydale road. It has many   vegetarian options. I order the green chili cheese shell tacos and there was so many layers of favor. I can't wait to try another dish. The employees where very nice. I hope they offer veggie  sonoran dogs soon.
El Molinito,"Wow, we had the mixed combo for two, Wow
This is now one of our favorite places for good food! Order a burrito and ask the waitress to bring the take home box with the order. Our item lasted for two and a half meals. The service was.excellent."
El Berraco,"On vacation in Tucson and we just happened upon this quirky, looks like a submarine restaurant! The host, and servers were very friendly and the food spectacular and unusual! The chips and white bean guerita were terrific and the la Tropical salad with coconut shrimp, dried cranberries, mango was very tasty! Lots of attention to details made it a very pleasant experience!"
El Berraco,"This place is absolutely amazing and so clean !! The staff is so nice, friendly, very professional. Music is great!. 
Alone the environment is so beautiful, a little submarine, with the inside theme that goes perfect. 
Food, is out of this world. And the drinks are indescribable. One of my last stops before a long navy deployment. I appreciate y'all !!"
Perfecto's Mexican,"I came in for a breakfast of Red  Menudo
About ten days ago and had a side tamale with mole'   
It was so good , I crossed town tonight so I could make Tamales and Eggs for dinner. 

A dozen tamales , 20.00. Fair. None frozen. 
And a sign says, CASH only for tamales only.  Good thing I had cash. 

Made a great dinner, worth the effort."
Taqueria Porfis,"Have you ever wanted a punch of flavor in a taco that melts into your mouth? That's what you can expect from a taco al vapor from this place. On this occasion, I got the combination (chimi, taco al vapor and taco dorado) and even though everything was good, the taco dorado was not a showstopper. We also got a quesadilla, and it was ok. The flour tortilla on the quesadilla was good. This place is very, very understated. The menu is very short, and they really do few things, but do them well. Get the tacos al vapor. They'll for sure make you want to come back."
Nico's,Best Mexican take out in Tucson imo but everybody here has their own favorite because there's so many options. The Super nachos are dank af and the red chicken tacos are surprisingly bomb too. The one thing that makes me mad though is that they sell a shrimp burrito but will refuse to make shrimp tacos or shrimp quesadillas upon request. Not a huge deal but annoying haha.
El Guero Canelo,"I lived in Tucson for many years but, until this last trip home, had never tasted a Sonoran hot dog. Since I waited until becoming an old lady to eat one of those Tucson specialities, I figured I better go to one of the places that serve up the best...so El Guero Canelo's it was. 

You walk into what looks like a huge warehouse with tons of tables. It's not exactly swank and not all cushiony and comfortable but the tables work fine for sitting to eat some hot dogs. 

The folks behind the counter are friendly. They were also patient as I debated what and how to order. I know they have lots of good Mexican dishes on their menu but I was there for those hot dogs. 

The Sonoran hot dog bun is very soft and almost sweetish against the spicy tang of the condiments that make a Sonoran dog Sonoran. It all works. If what they put on your dog doesn't suffice there is a whole buffet line of salsa type extras you can slather up for either a side type dish or a topping for the dog. 

I'm always looking for good Mexican food and will return her to try some of their other plates."
Sammy's Mexican Grill,"Have passed this place for ages, but never eaten there until today. Because of the coronavirus concerns, used the drive thru. Don't think the inside was open anyway. Highly impressed with the food (carne asada tacos and the massive Sammy's burrito), delicious and fresh. I looked at some of the reviews; either very high or very low, which I don't understand. Suspect some of the negativity is due to the owner's political leanings and believe some people are leaving very negative reviews just to be a**holes. We will begin eating here frequently. Recommend you give this locally owned place a chance."
Poncho's Restaurant,"Really good burritos, especially the chile relleno and machaca.  they just raised their prices, no longer a GREAT deal... but still OK... and still big size burros and nice people."
El Guero Canelo,"We haven't been here for years.  Not because it isn't good but we like exploring all the new restaurants  sprouting up.   The caramelos are still awesome.  Carne asada with cheese folded over a grilled tortilla.  I like the beans on the side.  Being that they are in the race for the best burrito we had to see what all the hoopla is about.  Yes, it is really up to snuff.  The medium size is gigantic and could not be finished in one sitting.  Also love the salsa bar which beats any I've been to.  Usually they have roasted green onions but for some reason they weren't there.  Just a sign over the container apologizing for that.  Those peppers were available and they were marked HOT.  I love the barrack style atmosphere here.  It's really ""down home"" and for the people.  Lots of large families gather here and groups of friends.  A great people watching place. Didn't get the Sonoran Hot Dog this time but theirs is truly the best in town.  More good news for those people who live in Phoenix.  They are going to be opening another restaurant  there soon so be on the look out.  You all are in for a big treat.  Also I noticed they added a salad in a taco bowl.  I'm usually eating pretty healthy but when coming here I forget all that and go for the real deal."
El Manantial Tacos Y Hotdogs,I've been coming here for about 3 years now and they have the best Sonoran dog in town. I haven't found a better one. I always get their burrito with the green salsa and it's the best. It would definetly recommend this place. They should open a restaurant. I'd go
Aqui Con el Nene,Had the carne asada taco and marinated pork crispy taco! Very good flavor in the meats and my food was served so fast. Would recommend to anyone in the area!
Saguaro Corners Restaurant & Bar,Everyone has a bad night I have been here at least ten times and only once was the service poor.  The menu is what it is it is not the place if you're looking for allot of choices  but if you stick to the Mexican food you won't be disappointed.  This is the kind of place that they will remember you and  you feel right at home even if dinning alone. The staff works hard to do whatever they can to make you experience a good one. The nights they have live music are great. Also if you're looking for a place that can set large groups they will accommodate.  This a no thrills set down have a few tacos a drink without feeling your bothering anyone when you sit and talk after dinner. If you're looking for fancy this is not the place.
Saguaro Corners Restaurant & Bar,"This place is awesome! A friend of mine lives out in the area and we wanted to try something new. When we got there we chose to sit outside as the weather was nice and it was tented. The waitress was very knowledgeable, friendly and prompt. She said they had just changed their menu and suggested her new favorites. I chose the tamale pie. Ho. Lee. Moly. I almost ordered another plate but could hardly move after the side of chorizo Mac n Cheese. Surprisingly it wasn't greasy and so delicious. I had heard that their pumpkin empanadas were really great too however they took those off at the menu change. I did try the apple ones and those were perfect! My friend ordered the dip platter as an appetizer and that could've and should have served more than just us two. The queso fundito is beyond words. I could eat that all day, everyday. I regret not trying one of their interesting signature cocktails however that just gives me an excuse to go back; which I will definitely be doing."
Sonoras Famous Hot Dogs & Grill,New place to try. Great service. The Sonoran hot dogs are delicious and not overpriced at all!  Really impressed with the menu and great place for a casual date or with family.
Los Betos Mexican Food,"Another Tucson fast food Mexican Chain classic!  In my opinion, not quite as good as Nico's but still great!  I highly recommend their Carne Assada Burrito!

Located at the corner of Grant and First, this Betos location has both a drive through in addition to outside picnic tables.  The outside picnic tables are great at night and in the winter.  However, during the summer you will cook faster then your food if you eat outside!  Most people who come here do get their food to go.  Prices are inexpensive as 2 people should easily be able to spend under $12 total."
Molina's Midway Mexican Foods,"My parents and grandma moved from the east coast over 55 years ago. They had never eaten Mexican food before their move to Tucson. Initially their first encounter with Molina's was odd and nothing special. STOP right there. You have to remember they came from the ""east coast"" where (55 plus years ago) they didn't have Mexican food restaurants. 
Over time the food grew on my folks and grandma. We as kids only knew Midway Molina's Mexican food. As we got older nothing compared to this particular Molina's authentic Mexican food. We always sat in Mary's station back in the day and then I can say approximately the past 34 years we were regulars to Suzanna or as we know her as Suzy. Over time we got to know her sons Fernando and Mico. 
Everyone at Midway Molina's treated us like family. It could be because it is family owned and their employees have other family members working there too. Most of their work staff have been loyal employees. 
Now about their food... I haven't had any bad food or service since I have been coming to this restaurant. My personal favorite is the Sonora style Chili Cheese Crisps. The Margaritas sneak up on you because they are so delicious and you can't put one down. 
Well with all this said after 64 years they just announced they are closing their doors. My family will miss everyone and the delicious meals. You have one week before they close so I recommend you go ASAP! They will be open this coming Tuesday (they were normally closed Monday and Tuesday). Expect a wait because so many people are like me and favor this particular Molina's. Please trust me it is worth the wait!"
Mi Nidito Restaurant,"I'm born and raised in Tucson and this has always been my favorite Mexican restaurant. The margaritas are really good too. Excellent Mexican food, but be ready to wait."
La Botana Tacos,This is a must stop whenever I come and visit Tucson. Nothing on the menu has ever disappointed me and my family. Everything on my plate is always fresh tasting (which is very important to me). The staff here is very friendly and courteous. Can't wait to come back and visit.
Saguaro Corners Restaurant & Bar,"This place is consistently good. We have sampled many different items and have enjoyed most. The beer selection is great and we have always enjoyed that it is kid friendly. The staff is kind and competent. We are becoming regulars, which says a lot since we enjoy cooking at home! An east side treasure! (If I could recommend one thing though... the cheese sauce is not very saucy - needs to be less dense then all is perfect!!) :)"
Baja Cafe on Campbell,"Amazing breakfast and great service! We had the Wyatt Earp Eggs Benedict and it was just so delicious. For desert, cinnamon French toast that tasted just like a Cinnabon! Greats kids menu too:)"
Little Mexico,"I had the chorizo and eggs and my wife had the shredded beef tacos, both choices were awesome. The salsa was very good. Reminded me of home. Definitely recommended."
Old Pueblo Grille,"A long tiring trip from the UK finished with the perfect meal, great garden setting, excellent service and best marguerita drinks. Thanks OPG."
Mi Nidito Restaurant,"I absolutely love this place.. the food is amazing and the service is great... but you gotta get there early, there's usually a wait because the food is soooooo good and the staff is amazingly friendly... a must for me and my family every time we come to Tucson."
Filiberto's Mexican Food,Ordered the pollo asado burrito. Fantastic! Chicken was moist and flavorful. Decent size and I chomped it down. Service was friendly and prompt. Eating area was clean. I'll return again!
Street Taco And Beer,"This place has quality food for a pretty affordable price. Although they're not necessarily authentic, their food is amazing. I would definitely recommend getting the street dog!"
Baja Cafe on Campbell,"I never been out for brunch before but starting now I will! This place was amazing and customer service was excellent! I got a Benedict (Wyatt Earp) for the first time and it was fully loaded with just about everything you can think of. I couldn't even eat the whole thing because it was so big and I love to eat lol. Blake gave my friend and I a free snickerdoodle because it was our first time coming in and that was good. I was kind of hesitant about trying new things but glad I tried here. If you are ever in Tucson, please go there."
Viva Burrito,"Our favorite breakfast burrito place.  Jose will make them just how you like them.  I like a lot of lettuce and pico de Gallo, and they provide it.  Salsa is unpredictable (sometimes too watery) but recently they've stepped up their game and it is wonderful.  This is our taste of Tucson and they are so nice and friendly."
Tacos Apson,"The best tacos in Tucson. I am sosososo picky when it comes to Mexican tacos and am kinda judgy, but this is my favorite! I love coming here with mis compadres y familia, and just kick back with soda and some great tacos de asada."
Baja Cafe on Campbell,"So delicious!  The Black Widow and The Leprechaun were delicious!  Our kids enjoyed the Buttermilk Pancake, Kids French Toast, and Kids Egg Breakfast.   All walked away happy and full!  Will definitely be back!"
Baja Cafe on Campbell,"Best breakfast place in Tucson. We come here about every other weekend and have not once ever been disappointed. They have great pancakes, bacon, and hash browns. The host, servers, bartenders, and manager(s) are very friendly and super helpful when you need/want something. 10/10 great environment and service."
Mr Antojo,"Here is a heretical statement: this place has my favorite Sonoran hot dogs in Tucson.  Yes, I said it.  A gas station-based Mexican food restaurant makes the best Sonoran hot dogs in Tucson.  I've been to BK and Guero Canelo, and I'll happily admit that those places do a good job.  I've also been to Hot Dogs Obregon, Karamelo King, Sammy el Sinoloanese, etc.  The ones here are just better.  The toppings are more balanced and flavorful, and the buns are to die for.  At $3 a pop, they're not cheap, but they're worth it.  Try one -- at the very least, you won't hate it.

But I have bigger goals for this review.  So listen:

If you are a fan of Mexican food -- and I mean a real fan -- then you are a fan of cabeza tacos.  In fact, you are probably irritated by how nonchalantly I bring them up.  Take it easy, though: I'm just saving my emotions.

Yes, cabeza tacos are amazing.  For those who haven't yet had them, the best way to describe them would be to say that they're like shredded beef tacos except about a gazillion times better.  And shredded beef tacos are pretty good to begin with.  

I've had cabeza tacos at a few places in Tucson, and I've had mixed experiences.  Not here, though.  These things are beautiful.  And at $2 each, they're one of the least expensive ways around to taste truly glorious food.  I have slowly been converting my friends to the cult of Mr. Antojo cabeza tacos, and now I want to spread the word to the greater community.  

Try these tacos.  You will thank me.  They usually have them from Wednesday to Friday; they almost never have them in time for lunch on Monday, and they only sometimes have them on Tuesday.  (And yes, cabeza means head; and no, there's no way at all to tell that you're eating that part of the animal.)

I should also mention that the couple who runs this place are among the friendliest people around.  You'll almost forget that you're waiting in a gas station!"
CharroVida,Charro Vida is a fabulous place to accommodate multiple tastes.  Chris is an excellent server who is knowledgeable about the menu. Awesome place and awesome food. HAPPY HOUR is for real. We will be back.
Baja Cafe on Campbell,My favorite breakfast place in town! You HAVE to try the pineapple Express pancakes!!
La Fresita Tucson,"found this place on yelp and was not disappointed - the chicken burrito was HUGE and CHEAP, and very good - $6 burrito was big enough to be dinner and lunch tomorrow, if I lived in Tucson I'd eat here daily"
El Pollo Loco,"If you haven't ever tried El Pollo Loco- it is by far the best fast food in Tucson. 

Their chicken is so consistently prepared and flavorful. 

Their chips ARE BETTER THAN CHIPOTLE. Yeah, I said it! 

Their home made cilantro cream sauce compliments the occasional jalapeño spice in some of their salsas.  Now that flavor has inspired me to have it be a staple is my own prep of Mexican dishes at home. 

You can't go wrong with anything on their menu.


The location is kind of tricky and they don't use their letter placement space under their sign always and it can come off as closed or out of business when driving by. All the better for me when there is no line ;).


The staff are wonderful but a special shout out to Amanda the drive though lady who is very wonderful. 


Thanks El Pollo Loco!

P.s. bring back the corn cake side dish please"
Breakfast Stop,"I love Breakfast Stop. They have all the usual breakfast items. What tickles my fancy though is that they have waffles and their coffee is good enough to drink black. The waffles are always perfectly light and crispy. My boyfriend usually orders off the daily specials board and is always happy with what he gets. 

We just had to order takeout while the dining room is closed and everything was packed perfectly, no gravy ended up where it didn't belong."
Baja Cafe on Campbell,"We came here to try something different and are now becoming fast regulars. The food and portions are excellent and I really enjoy the freshness and changing of the specials. There has not been a visit my family or myself have left disappointed. The waffles with mixed berries and mascarpone is one of, if not the best I've had. 

I would highly recommend. A word for wise if you visit on the weekend (especially Sunday) it gets very busy but well worth the wait."
Saguaro Corners Restaurant & Bar,The food is great... atmosphere is great. Especially out on the patio listening to Jay Faircloth.
Mi Nidito Restaurant,"Having grown up in Tucson, I've been going here for 30 plus years. I'm now living in Washington state, but every trip home includes a meal at our family's favorite Mexican restaurant. The frozen margaritas are to die for and the food is always great. My favorites include the #3 combo plate (with a beef taco, tamale, cheese enchilada and beans) and the carne seca plate. Be prepared to wait, this is the best there is!"
La Botana Tacos,"I'm deeply disappointed in myself for never visiting La Botana when I lived in Tucson--I even drove by it nearly every day! I was a dang fool. 

We came on a Friday afternoon (Black Friday) and it was pretty slow; we were one of only a few tables in there. Service was awesome though. Super quick and friendly, and checked back in with us frequently but not annoyingly. We had a couple of grande margaritas, since they are 2 for the price of 1 all day every day. I opted for the prickly pear, my favorite always, while boo thang went for the cucumber jalapeño. Both were great, though mine was a touch sweeter and heavier on the tequila. His was super tasty, not too spicy. I especially liked that both were rimmed with tajin instead of salt or sugar! And boy, oh boy, are they grande. 42oz of tequila-y goodness knocked me on my butt f

We were brought complimentary chips and bean dip, but there was also a salsa bar inside where you could grab some additional salsas. We didn't take advantage of that this time, but definitely will be sure to cruise by the next time we're in. I went for the surf and turf quesadilla, which was gargantuan and came with cilantro rice and pinto beans. Everything was really good, particularly the beans. The quesadilla was delightful, and generous with the carne asada and shrimp. It came in a giant flour tortilla that was wonderful and see-through (aka the best kind). My one tiny gripe was that it was just a touch salty--but with the rice and beans thrown on, that wasn't too much of a problem. I ended up having to take about half of it home. The dude got the torito tacos and raved and raved about them. He said it was one of the most unique plates he had ever had and wasn't quite sure what was going on, but he loved them. For the record, they were peppers stuffed with cheese and shrimp, wrapped in bacon, slapped on a taco. He highly recommended them. He's gluten intolerant, so it was awesome that they denote the gluten free options on their menu. 

We were way too stuffed for dessert this time around, but definitely will be back for more of those crazy huge margs and tasty tacos!"
Tacos Apson,"If I could eat here every day, I would. Tacos are my favorite food on the planet and Tacos Apson has the BEST in Tucson, maybe the world."
CharroVida,"I was very excited to try this new restaurant since I really enjoy plant based food. I have to say that it didn't not disappoint, it was much better than I expected. I went with my husband and we both ordered different things that way we could try more. We ordered the esquite as a started and the corn was so rich and deliciously creamy they paired it with their house made chips. (You definitely have to try this) I got the enchiladas, all 3 are very different from one another but are the perfect combination, he got the Tamales and it comes with two different kinds, a green and a red they were both the perfect consistency. I have to say that when I tried the red one it took me back to my childhood when I used to visit my aunt in Mexico City, it tasted just like the Oaxaca tamales I used to have at her house.  Now I will talk about desserts. We couldn't believed they were gluten free and vegan. I would definitely come back to try more of their menu items.  The place has such a good vibe, the servers are very nice and the ambience music is very comfortable."
Baja Cafe on Campbell,"This has become our favorite breakfast place in town. Amazing food, fast friendly service. 10/10 will return next time we are in Tucson."
Little Mexico,"Awesome service, they remember you and what drinks you like. Very authentic Mexican food. My only problem is one day the huevos rancheros were hot and 2 day later is was made with no heat because I am white I guess. I like the heat. But other than that it's super good food."
Mestizos,I want to start out by warning you that right now they are cash only! Which could be a set back for some people but in my case didn't set them back because we happened to be prepared. After a long day out in the Tucson mountains my family and I was very hungry and couldn't decide if we wanted chipotle or Panera (yes very basic) but then I decided that we should try something new and I had seen this place a few times driving by. So I suggested it and it was a hit! The place is quaint but cute if it's a nice day I vote you sit outside because it is super nice. When we got the menu it was small but they did have written that it was a temporary menu I'm not sure how long it's been that way though. Anyways the taco selection seemed good but I opted for breakfast which was machaca (not sure if I spelled that right) and egg. Lemme day I'm NOT a tortilla fan but these were some real good tortillas. The service was overall good besides the waitress did forget to put in part of our order but they fixed that really quick. The lady told us we should try their flan and so we did and I don't like flan (I'm picky oops) but this flan was good. I say that if you are in the area and choosing between basic chain restaurants or this definitely go for this you won't regret it!
CharroVida,"My wife has a super ridiculous restrictive diet.  It is extremely difficult to find a place to eat out where she can find something she can eat, much less enjoy.  We had been looking forward to an opportunity to try out  Charro Vida because we knew the story behind the owner's passion to open their concept.  We were so grateful to meet Chef, Nathan; Manager, Robert; Hostess, Trinity, and server, Farrah.  Each one, with friendly care explained and prepared a meal that we both genuinely enjoyed.  If you are looking for a place with delicious food and need to eat clean, you won't be disappointed!"
Tacos Apson,I have been coming here for years the absolute best tacos in Tucson don't even argue with me. Does not compare this is as authentic as it gets and the food is amazing
Saguaro Corners Restaurant & Bar,"Chef CJ Hamm makes meals from his heart. His passion for great food is to our benefit. Go and relax and enjoy great food and your favorite drink. 
Did you know Chef was on the tv series Chopped? 
We had the pulled pork hash and eggs and omelette on the weekend brunch menu. Enjoyed the pet friendly outdoor seating. 
Bon appetit"
CharroVida,"Amazing food and staff.  It is plant based but has everything you would want meat-wise as well.  Very fresh and healthy, awesome drinks and great atmosphere.  I got the summer song salad and added salmon and avocado - one of the best meals I have ever had.  Wife got the Caesar tostita salad with chicken and a mimosa and said the same.  Price? Coffee, mimosa, 2 apps (brussel sprouts and hummus), 2 meals....just under 50 bucks.  Can't beat that for high quality food."
La Fresita Tucson,"Soooo good and so reasonably priced!! So many options!! Their tortas are some of the best in town. Love the enchilada, taco y tamale combo special that's usually on the board. Great aguas frescas. Yummy desserts."
Barrio Charro,"Our first experience there was amazing! I ordered vegan Broadmoor Melt and my wife had Barrio historico tlayuda. Both were absolutely delicious! I was pleasantly surprised with the homemade chips that were fantastic, and their salsita is just OMG! We also asked if they were offering any vegan desserts and it turned out that their pudding is vegan until they pour caramel on top of it, which the cashier/host helped organized for us. Thank you for that! It was delightful.

I will come back 100%. I loved everything there, the food, the staff, the interior, the cleanliness. The only thing that was upsetting is one of the customers who was ignorant enough to not wear a mask inside the restaurant when placing an order and talking to a member of the staff."
Mi Nidito Restaurant,"The wait will be forever. Unless you go around 1:00am. But it's worth it. Good vegetarian choices. I loved the enchiladas with green sauce. And their cheese soup is amazing. Great choices for a vegetarian and the portions are HUGE. Drinks are mediocre, I've had better margaritas. But the food is worth it."
El Antojo Poblano,Everything I've tried here is the best Mexican food I've had outside of Mexico.    Outstanding food truck.
Street Taco And Beer,"Nice atmosphere, great food, cold beer, and free all you can eat chips/nachos with salsa! What else could you ask? Oh yeah, great prices.  One of my favorite casual spots to chill."
CharroVida,"Some of the best healthy dishes in Pima County. Great taste, always fresh ingredients, and good service. Best COVID-19 takeout!!!"
Mi Nidito Restaurant,"Well I've read the reviews and I always find it funny when people don't give a good review cause it wasn't what they expected. Or it was too bland. 
Service was great. Food was exactly what it was supposed to be. I would defiantly come back to try more dishes. I loved what I ordered. I got the ground beef tacos. 
I don't like spicy food so for those people who do, you can add the heat. You have to remember that those of us that don't like spicy food can't remove it once it's in there."
Baja Cafe on Campbell,"First time here and the food, and service is really good. It was a different eggs Benedict with Green Chile and poached eggs but quite good. My friend had their famous cinnamon pan cake - it is amazing. I hope their other branches have the same awesome service because the guy who served and recommended food was good."
Ruiz Hot Dogs,"Eye catching signage and welcoming staff greet you as you enter; I was only in Arizona for the MLK Jr. weekend and wanted to try the famed Sonoran Dog on our way to Saguaro National Park so I stopped in, great outdoor seating and delicious food. I would only make the elote just a touch more Parmesan-y Mayo-y spicy than sour -- growing up in LA, I love my street vendor style recipe! Loved the design and Cesar Chavez quote :)"
Baja Cafe on Campbell,"Breakfast restaurants are a special treat, so we always pick carefully so as to maximize the morning palette's pleasure. Well, this review is just another voice in the chorus of great reviews. Instead of focusing on the restaurant, I'll focus on the specific dishes I ordered - The Roadrunner #5 and Pineapple Express Pancake. 

First up: Roadrunner #5. This dish was delicious from the first bite to the last. It's one of the best vegetarian breakfast dishes I've ever had. It has a variety of savory flavors that compliment each other extremely well. The toppings were partitioned so I was able to choose from different segments of the dish. The poached eggs were perfectly cooked. The gooey yolks added to the mixed flavors on my fork. Super well done! 
The accompanying hash browns had the right amount of moisture and crispiness, and salted just so lightly to bring out the freshness of the shredded potatoes. 
Secondly... For 'dessert' I ordered the Pineapple Express Pancake . It was like a deep dish pancake with an explosion of fruit sweetness on top. The orange brown sugar butter gave a touch of saltiness to offset and balance the sweetness. I was only able to enjoy a few bites in my mouth since the main dish was so plentiful. I'm hoping I can pan heat this tomorrow morning to bring my stomach back to that happy place. 
The wait was about a half hour, but well worth it. Service was 4 of 5 stars. It wasn't for lack of attention as much as having to share our server with so many other tasks and tables. 
The only improvement I could suggest is to get a Yelp Waitlist going at this fine establishment. Oh, and to open one up in Phoenix, pretty please"
Tacos Apson,"Dear Tacos Apson,
Where have you been all my life? You are a meat lover's dream.  You are delicious.  I think... I think I... love you. There I said it.  I've been driving through Tucson for a number of years but never stopped and, well, now I have a reason just to GO to Tucson."
Mi Nidito Restaurant,I always get the flautas and they are honestly pretty fire. They have really good service and their piña colada is pretty good. I love it here.
Paco's,"I only wish they were open Sunday.   

The carne asada and carnitas burritos are just about perfect San Diego style with meat, pico and guacamole.   I'd love to check out the rest of the menu but then I have to have some more of that perfect crunchy carnitas.  

Paco's is an inexpensive place and doesn't have a salsa bar or anything like that but it's pretty great in all of it's Formica, fluorescent lights, and soccer on the TV glory."
Poco & Moms,"I know it is kinda crazy - but this is my go to place for delish breakfast! Yep. Breakfast! ALL DAY! I get the same thing all the time - bacon and eggs, hash browns, white toast (so yummy I wish I knew what brand it was) and a big side of gravy! They have some of THE BEST gravy in town (I want to lick the bowl)! Ok sometimes I get a half order of biscuits & gravy too... SO YUM! 

I get all may cravings out in one place because I LOVE their salsa too so I munch on chips & salsa before my breakfast comes.  

The chimis are good and the whatever the white green chili sauce is! *drool*
the stuffed sopapilla with what ever meat you want stuff in there - YUM! 
Great beans too! Sometimes I get a side of beans and mix in the salsa and eat it with my chips!

Yum, yum YUM! now I want to go eat there."
El Coronado,We started coming here by chance just trying to find something good just after they opened. The food is always amazing. The staff are friendly and attentive. Often you even get a visit to your table by one of the owners. It has become my favorite local Mexican place by far.
The Little One,"Stupendous molé, the staff are always hustling so the food gets to you fast and delicious. I read a few reviews stating that the music is too loud, pishaw. The food is loud and flavorful, the service is bright and warm, why wouldn't the music be boisterous and enjoyable? Oohhh btw......It's cash only, so stop across the street at your bank beforehand and bring your dinero to trade for plates of delicious satisfaction :)"
Seis Kitchen,"I don't normally write reviews but this place is too good not to!  Great food, and awesome environment!"
The Little One,"(Taste:5/Service:5/Experience:5/Dog Friendly Patio:Yes) If there was one restaurant that epitomizes Tucson for me this is it.  The food is absolutely tremendous, every time!  The food is so simple so fresh, perfectly spiced, I could go on.  Of the plates I've tried there's one I come back to and go figure it's the combination plate.  The combo plate has the choice of an additional entrée, me and the wife went for the ""mystery"" it was amazing. Just let them know it you want it chicken based, beef based etc.  What's new since last time we visited, in order for them to minimize food waste you have to request beans and tortillas on the si, makes since. And finally if for some bizarre reason you have left overs you have to bring your own Tupperware, different, but totally fits this culinary gem! I love it, the wife loves it, we'll be back!!"
The Little One,"Oh my god!! Loved this place. No sooner did I order than my food arrived. I had carne en chile verde- I was able to get the Large cup of it which was exactly enough for lunch without left overs. Oh and the SALSA!!!!!  I had an incredible meal, wonderful friendly service and under $7 - it's a must."
Seis Kitchen,"I thought Seis Kitchen was great! There was a SUPER long line, but ordering was simple and our food arrived faster than I thought. Everyone loved what they ordered. I recommend the veggie nachos!"
"Guadalajara Grill - Fiesta, Best Mexican Restaurant in Tucson","We walked in on a Sunday morning at 10:30 to be informed that the restaurant is only serving Brunch until 3 pm and the regular menu would be available then.  We walked out, started to call for a lyft to another location and the manager walked out and said he'd be more than happy to let us order off of the regular menu early!  Needless to say, the table made salsa is the greatest on the planet and the ultimate fajitas were more than enough for my lady and I!  Thank you so much to the hostess and our attentive and knowledgeable server for helping us!  Can't wait to come back again!"
El Taco Rico,Love this place they have catered two of my party's delicious I would say go visit these people best mexican food in town
Rigo's Restaurant,"The best time to go to Rigos is on Sundays. They always have a breakfast buffet and the price is right. The Buffet is small An consists of eggs with ham, chilaquilas, re fried beans, chorizo, machaca, menudo, pancakes, salsa, sausage links, fried potatoes and tortillas. It's a good authentic Mexican breakfast"
Los Betos,Best cook in the game! (Old dude in the hat and mustache like a Mexican Super Mario) Always on point fast fresh and delicious. Can't say enough good things. Try everything on the menu and order the Super Fries and large Horchata. Your Welcome!
The Little One,"This place just continues to blow my mind!! The best green corn Tamale, mouthwatering vegetarian stuffed green chil and tastebuds crazy chicken mole."
The Little One,"You might feel a bit confused walking into Little Poca Cosa: the music is loud, employees are hugging random customers, and the menus tend to change often. But once you settle in, you begin to fall in love. The service is outstanding and the food is out of this world. Make it a point to stop here for breakfast or lunch."
Seis Kitchen,"The AVOCODO TACOS are my favorite thing in all of Tucson! They are soooo good. Everything else ive tried on the Menu is good, too, but I keep going back to the avo tacos. Yum!"
Los Betos,Man this food is so good we got the Mexican bowl and tacos and supernaco and a kids meal its was so good
Poco & Moms,We have been to many Mexican restaurants around town for the past several years. And Poco & Mom's is our favorite! Hands down!  Even though we have close to an hour's drive to get there....it's well worth the trip! Great food and drinks! And very attentive and friendly staff! What more could you ask for?
Macayo's Mexican Kitchen,"I write yelp reviews of my negative and positive experience. I never thought that the places I write about it review them. However this restaurant apparently does. A manager replied to my yelp review and told me to reach out. So, I did. Both managers I spoke with through email was absolutely amazing. I was definitely not trying to score a free meal. I'm not even a fan of going out to eat very often. However they offered for all 7 of us that went to dinner. It was really amazing. We went tonight (Friday. March 31st) our waiter was absolutely amazing. One of the best waiters I've ever had. His name is Henry. Definitely ask for him! We had a few other courteous waitresses that checked on us too. I never got to meet the managers unforutatenly but if you read this, please know I appreciate your courtesy. The food was also 1000x times better, too. I will be coming back next time we're able to go out and are craving mexican food. We may have not paid for anything but I did still leave a generous tip! Well deserved.

Steak Cortez and chicken chimichanga are the way to go by the way."
